Year,MSHA_ID,mine_name,mine_type,mstafips,state,county,mctyfips,lat,lon,production
2018,4801353,North Antelope Rochelle Mine,Surface,56,Wyoming,Campbell,5,43.714923,-105.183188,98315794
2018,4800977,Black Thunder,Surface,56,Wyoming,Campbell,5,42.693611,-105.266667,71134606
2018,4801337,Antelope Coal Mine,Surface,56,Wyoming,Converse,9,43.495642,-105.161619,23155741
2018,4800732,Belle Ayr Mine,Surface,56,Wyoming,Campbell,5,44.1,-105.383333,18467405
2018,4801078,Eagle Butte Mine,Surface,56,Wyoming,Campbell,5,44.516667,-105.416667,17055796
2018,1103189,Sugar Camp Mine,Underground,17,Illinois,Franklin,55,38.026944,-88.762222,14460951
2018,3200595,Freedom Mine,Surface,38,North Dakota,Mercer,57,47.5,-101.233889,14183313
2018,2401457,Spring Creek Coal Company,Surface,30,Montana,Big Horn,3,45.358333,-106.750278,13768055
2018,4801200,Buckskin Mine,Surface,56,Wyoming,Campbell,5,44.433611,-105.528611,13508689
2018,3607230,Bailey Mine,Underground,42,Pennsylvania,Greene,59,39.919627,-80.47262,12735390
2018,4800992,Cordero Rojo Mine,Surface,56,Wyoming,Campbell,5,44.066667,-105.183333,12609413
2018,4601437,Marshall County Mine,Underground,54,West Virginia,Marshall,51,39.478299,-80.486391,11433840
2018,4801034,Caballo Mine,Surface,56,Wyoming,Campbell,5,44.123394,-105.33749,11333467
2018,3607416,Enlow Fork Mine,Underground,42,Pennsylvania,Washington,125,40.074651,-80.346103,9876324
2018,1519374,River View Mine,Underground,21,Kentucky,Union,225,37.743055,-87.888333,9753472
2018,4800993,Rawhide Mine,Surface,56,Wyoming,Campbell,5,44.21,-105.32,9504750
2018,4104586,Kosse Strip,Surface,48,Texas,Limestone,293,31.2825,-96.495277,8683043
2018,2401747,Rosebud Mine & Crusher/Conveyo,Surface,30,Montana,Rosebud,87,45.879153,-106.6517,8392830
2018,3200491,Falkirk Mine,Surface,38,North Dakota,Mclean,55,47.127145,-101.69132,8231213
2018,4801215,Coal Creek Mine,Surface,56,Wyoming,Campbell,5,43.971944,-105.2825,7987838
2018,2401950,Bull Mountains Mine No 1,Underground,30,Montana,Musselshell,65,46.446959,-108.705589,7566480
2018,4601318,Harrison County Mine,Underground,54,West Virginia,Marion,49,39.402778,-80.3625,7215143
2018,1202388,Gibson South,Underground,18,Indiana,Gibson,51,38.341636,-87.55882,6996941
2018,1103141,Mach #1 Mine,Underground,17,Illinois,Williamson,199,37.838889,-88.831111,6887728
2018,1202422,Bear Run Mine,Surface,18,Indiana,Sullivan,153,38.51667,-87.265495,6885899
2018,4608864,Tunnel Ridge Mine,Underground,54,West Virginia,Ohio,69,40.135271,-80.982002,6807214
2018,201195,Kayenta Mine,Surface,4,Arizona,Navajo,17,36.5,-110.723055,6550417
2018,4601436,Ohio County Mine,Underground,54,West Virginia,Marshall,51,40.202273,-80.726637,6509414
2018,3605018,Cumberland Mine,Underground,42,Pennsylvania,Greene,59,39.795583,-79.972685,6422579
2018,1103193,Lively Grove Mine,Underground,17,Illinois,Washington,189,38.283056,-89.654722,6331873
2018,4801429,Dry Fork Mine,Surface,56,Wyoming,Campbell,5,44.650278,-105.734722,6304022
2018,1103203,Mine No. 1,Underground,17,Illinois,Hamilton,65,38.171111,-88.601667,6298997
2018,4601433,Marion County Mine,Underground,54,West Virginia,Marion,49,39.608333,-80.291389,6133349
2018,101401,No 7 Mine,Underground,1,Alabama,Jefferson,73,33.374167,-87.213611,5597175
2018,2902257,El Segundo,Surface,35,New Mexico,Mckinley,31,34.6,-108.65,5546491
2018,4404856,Buchanan Mine #1,Underground,51,Virginia,Buchanan,27,37.161389,-81.986944,5188441
2018,3610045,Harvey Mine,Underground,42,Pennsylvania,Greene,59,39.969444,-80.420833,4980569
2018,4200089,Sufco,Underground,49,Utah,Sevier,41,38.913333,-111.416944,4904476
2018,3301070,Century Mine,Underground,39,Ohio,Monroe,111,39.59,-81.010278,4785568
2018,2400839,Decker Mine,Surface,30,Montana,Big Horn,3,45.037778,-106.831111,4760301
2018,503672,West Elk Mine,Underground,8,Colorado,Gunnison,51,38.933056,-107.458056,4674833
2018,4601968,Monongalia County Mine,Underground,42,Pennsylvania,Greene,59,39.756389,-80.356667,4404054
2018,3200218,Center Mine,Surface,38,North Dakota,Oliver,65,47.064722,-101.212778,4256867
2018,4800083,Wyodak Mine,Surface,56,Wyoming,Campbell,5,44.500723,-105.631272,4085044
2018,1202394,Oaktown Fuels Mine No. 1,Underground,18,Indiana,Knox,83,38.856111,-87.425,4071835
2018,4800086,Kemmerer Mine,Surface,56,Wyoming,Lincoln,23,41.48,-110.136944,4016923
2018,1103147,Prairie Eagle-Underground,Underground,17,Illinois,Perry,145,38.071389,-89.585556,3944857
2018,2400910,Absaloka Mine,Surface,30,Montana,Big Horn,3,45.72957,-107.590223,3827634
2018,4201566,Skyline Mine #3,Underground,49,Utah,Carbon,7,39.677278,-111.233494,3602708
2018,1517216,Cardinal,Underground,21,Kentucky,Hopkins,107,37.405278,-87.535278,3528289
2018,4103101,South Hallsville No 1 Mine,Surface,48,Texas,Harrison,203,32.453044,-94.508873,3501845
2018,4609192,Leer Mine,Underground,54,West Virginia,Taylor,91,39.331111,-79.958611,3444773
2018,2900097,Navajo Mine,Surface,35,New Mexico,San Juan,45,36.525,-108.541944,3397537
2018,1103235,Gateway North Mine,Underground,17,Illinois,Randolph,157,38.188889,-89.620278,3087530
2018,503836,Foidel Creek Mine,Underground,8,Colorado,Routt,107,40.352777,-107.071944,3049511
2018,4102840,San Miguel Lignite Mine,Surface,48,Texas,Atascosa,13,28.683333,-98.466666,2977099
2018,2200690,Red Hills Mine,Surface,28,Kemper,Choctaw,19,33.795927,-89.201141,2939738
2018,1202418,Oaktown Fuels Mine No. 2,Underground,18,Indiana,Knox,83,38.858611,-87.425,2866699
2018,4104964,Liberty,Surface,48,Texas,Rusk,401,32.264199,-94.612716,2734143
2018,102901,Shoal Creek Mine,Underground,1,Alabama,Walker,127,33.519444,-87.303889,2659074
2018,4202241,Lila Canyon,Underground,49,Utah,Carbon,7,39.426111,-110.340556,2630631
2018,1202441,Wild Boar Mine,Surface,18,Indiana,Warrick,173,38.178333,-87.279722,2559312
2018,4801180,Black Butte And Leucite Hills,Surface,56,Wyoming,Sweetwater,37,41.618889,-108.666389,2499798
2018,3201028,Coyote Creek Mine,Surface,38,North Dakota,Mercer,57,47.167275,-101.882798,2489357
2018,1502132,Dotiki Mine,Underground,21,Kentucky,Webster,233,37.452653,-87.777525,2475504
2018,4103659,Tatum Strip Mine,Surface,48,Texas,Panola,365,32.297778,-94.448333,2471147
2018,4608984,Holden #22 Surface,Surface,54,West Virginia,Logan,45,37.702778,-82.072222,2467478
2018,1519535,Genesis,Underground,21,Kentucky,Ohio,183,37.400278,-87.066667,2378909
2018,4609028,Mountain View Mine,Underground,54,West Virginia,Tucker,93,39.187222,-79.381667,2280219
2018,4801646,Bridger Underground Coal Mine,Underground,56,Wyoming,Sweetwater,37,41.818288,-108.820394,2210433
2018,4103739,Eagle Pass Mine,Surface,48,Texas,Maverick,323,28.816111,-100.445833,2146219
2018,502838,Trapper Mine,Surface,8,Colorado,Moffat,81,40.452222,-107.631111,2140461
2018,101247,No 4 Mine,Underground,1,Alabama,Tuscaloosa,125,33.328611,-87.331389,2137810
2018,1202295,Francisco Underground Pit,Underground,18,Indiana,Gibson,51,38.3375,-87.433889,2135200
2018,503505,Deserado Mine,Underground,8,Colorado,Rio Blanco,103,40.169167,-108.726111,2073860
2018,4103428,Calvert Mine,Surface,48,Texas,Robertson,395,31.098888,-96.668333,2030297
2018,4800677,Jim Bridger Mine,Surface,56,Wyoming,Sweetwater,37,41.799722,-108.616389,1997883
2018,1202258,Somerville Central Mine,Surface,18,Indiana,Gibson,51,38.264245,-87.366902,1973018
2018,1100726,Shay #1 Mine,Underground,17,Illinois,Macoupin,117,39.205833,-89.862778,1947164
2018,2902170,San Juan Mine 1,Underground,35,New Mexico,San Juan,45,36.85,-108.375,1848018
2018,1102664,Viper Mine,Underground,17,Illinois,Sangamon,167,40.003611,-89.449722,1782322
2018,4609029,Mountaineer Ii Mine,Underground,54,West Virginia,Logan,45,37.911944,-81.798611,1763202
2018,4609054,Republic Energy,Surface,54,West Virginia,Fayette,19,37.976111,-81.346944,1542284
2018,4407223,Deep Mine 41,Underground,51,Virginia,Dickenson,51,37.096111,-82.388333,1522940
2018,4605437,American Eagle Mine,Underground,54,West Virginia,Kanawha,39,38.166234,-81.468756,1516885
2018,100851,Oak Grove Mine,Underground,1,Alabama,Jefferson,73,33.442222,-87.138889,1497321
2018,502962,Colowyo Mine,Surface,8,Colorado,Moffat,81,40.3,-107.783333,1470896
2018,4609475,Workman Creek Surface,Surface,54,West Virginia,Raleigh,81,37.885911,-81.37713,1459166
2018,1519744,Pride,Underground,21,Kentucky,Muhlenberg,177,37.291389,-87.051667,1451591
2018,1202374,Shamrock Mine,Surface,18,Indiana,Dubois,37,38.465729,-87.039618,1386346
2018,1202372,Antioch Mine,Surface,18,Indiana,Daviess,27,38.705277,-87.0875,1372359
2018,1103156,Wildcat Hills Mine-Underground,Underground,17,Illinois,Saline,165,37.773889,-88.389167,1330804
2018,1519515,Mine #4,Underground,21,Kentucky,Pike,195,37.545392,-82.413559,1321340
2018,4607178,Samples Surface Mine,Surface,54,West Virginia,Kanawha,39,38.058889,-81.475,1305606
2018,1601031,Dolet Hills Lignite Company,Surface,22,Louisiana,De Soto,31,31.96,-93.475,1275631
2018,1519424,Riveredge Mine,Underground,21,Kentucky,Mclean,149,37.63468,-87.43913,1270993
2018,4609062,Coal Mountain No 1 Surface,Surface,54,West Virginia,Wyoming,109,37.639624,-81.671234,1267728
2018,1518966,East Mac & Nellie,Surface,21,Kentucky,Perry,193,37.399444,-83.164444,1258750
2018,4609075,Twin Branch No 1,Surface,54,West Virginia,Mingo,59,37.804533,-82.161695,1181759
2018,4604168,Sentinel Mine,Underground,54,West Virginia,Barbour,1,39.2,-80.049722,1169514
2018,1517741,Paradise #9,Underground,21,Kentucky,Muhlenberg,177,37.299444,-87.209722,1128850
2018,4609217,Powellton #1 Mine,Underground,54,West Virginia,Logan,45,37.792456,-81.66035,1108055
2018,4607938,"Black Castle Mining Company, L",Surface,54,West Virginia,Boone,5,38.054167,-81.7,1107520
2018,4609221,Slabcamp,Underground,54,West Virginia,Kanawha,39,38.275833,-81.374167,1070511
2018,4608808,Ruby Energy,Underground,54,West Virginia,Mingo,59,37.744167,-82.203889,1054878
2018,1103064,Friendsville Mine,Surface,17,Illinois,Wabash,185,38.417532,-87.843242,1038995
2018,4605252,Beckley Pocahontas Mine,Underground,54,West Virginia,Raleigh,81,37.770852,-81.26257,1017800
2018,4601816,Pinnacle Mine,Underground,54,West Virginia,Wyoming,109,37.546736,-81.492109,1016246
2018,4609277,Alma No 1,Underground,54,West Virginia,Mingo,59,37.751389,-82.309722,1008110
2018,1103212,Eagle River Coal Llc Mine No 1,Surface,17,Illinois,Saline,165,37.720999,-88.531101,968909
2018,1202428,Liberty Mine,Surface,18,Indiana,Warrick,173,38.102546,-87.336997,961481
2018,5000030,Usibelli,Surface,2,Alaska,Denali,68,63.856944,-148.966111,901641
2018,3304526,Buckingham  Mine,Underground,39,Ohio,Perry,127,39.586667,-82.065,897418
2018,4202335,Castle Valley Mine #4,Underground,49,Utah,Emery,15,39.408333,-111.093889,892271
2018,1202215,Gibson Mine,Underground,18,Indiana,Gibson,51,38.386685,-87.693919,880563
2018,4609377,Glancy Surface Mine,Surface,54,West Virginia,Wyoming,109,37.766957,-81.638661,864044
2018,4608878,Affinity Mine,Underground,54,West Virginia,Raleigh,81,37.711111,-81.228056,862872
2018,4609101,Toney Fork Surface Mine,Surface,54,West Virginia,Logan,45,37.812778,-81.724167,832621
2018,4609319,Lower War Eagle,Underground,54,West Virginia,Wyoming,109,37.734444,-81.727222,825143
2018,1201732,Craney Mine,Surface,18,Indiana,Daviess,27,38.648333,-87,816793
2018,4608759,North Eagle Mine,Underground,54,West Virginia,Boone,5,38.154167,-81.559722,805504
2018,4609297,Blue Creek No. 1 Ug Mine,Underground,54,West Virginia,Kanawha,39,38.352778,-81.459722,794495
2018,4609026,Ewing Fork No. 1 Surface Mine,Surface,54,West Virginia,Raleigh,81,37.916389,-81.314167,780561
2018,4608801,Aracoma Alma Mine #1,Underground,54,West Virginia,Logan,45,37.815556,-81.898056,778051
2018,4609092,Allen Powellton Mine,Underground,54,West Virginia,Raleigh,81,37.897239,-81.307617,773755
2018,4609258,Peerless Rachel Mine,Underground,54,West Virginia,Boone,5,38.126944,-81.578333,760893
2018,4407163,88 Strip,Surface,51,Virginia,Dickenson,51,37.071798,-82.155933,708649
2018,3609972,Crooked Creek Mine,Underground,42,Pennsylvania,Indiana,63,40.670815,-79.238448,704415
2018,3609127,Madison Mine,Underground,42,Pennsylvania,Cambria,21,40.404167,-78.923056,701501
2018,3609437,Brush Valley,Underground,42,Pennsylvania,Indiana,63,40.530556,-79.108611,693995
2018,3609371,Mine 78,Underground,42,Pennsylvania,Somerset,111,40.28284,-78.775438,674161
2018,4609345,Remining #3,Surface,54,West Virginia,Mingo,59,37.610161,-82.116988,632970
2018,4608647,Eckman Surface Mine,Surface,54,West Virginia,Mcdowell,47,37.387222,-81.483056,626752
2018,1518423,Right Fork Splint,Surface,21,Kentucky,Harlan,95,36.822778,-83.210278,626739
2018,504864,King Ii,Underground,8,Colorado,La Plata,67,37.251111,-108.098055,615947
2018,4609296,Blue Creek No. 2 Mine,Underground,54,West Virginia,Kanawha,39,38.352778,-81.459722,613294
2018,3304577,Ccu Sexton Strip,Surface,39,Ohio,Harrison,67,40.235909,-80.999143,603599
2018,4608663,Stonecoal Branch Mine No. 2,Underground,54,West Virginia,Logan,45,37.710556,-81.7525,603058
2018,3304414,Ccu Harrison Strip,Surface,39,Ohio,Harrison,67,40.166005,-80.969586,569130
2018,4201890,Dugout Canyon Mine,Underground,49,Utah,Carbon,7,39.6825,-110.543889,549863
2018,4608787,Jerry Fork Eagle,Underground,54,West Virginia,Nicholas,67,38.298611,-80.990556,549688
2018,4609361,Cedar Grove #2 Mine,Underground,54,West Virginia,Logan,45,37.816389,-81.895,549354
2018,4609495,Eagle Seam Deep Mine,Underground,54,West Virginia,Logan,45,37.748333,-81.693889,539184
2018,1519405,Orchard Branch Mine No. 89,Underground,21,Kentucky,Perry,193,37.171667,-83.111389,533473
2018,4609070,Boone North No. 2 Surface Mine,Surface,54,West Virginia,Boone,5,38.161944,-81.696111,530580
2018,4609204,Reylas Surface Mine,Surface,54,West Virginia,Logan,45,37.841389,-81.903333,529987
2018,4601544,Road Fork #51 Mine,Underground,54,West Virginia,Wyoming,109,37.575556,-81.569167,515989
2018,4407318,Hackney Creek Hagy,Underground,51,Virginia,Buchanan,27,37.366898,-82.193857,512325
2018,4609395,Dry Branch Surface Mine,Surface,54,West Virginia,Mcdowell,47,37.356111,-81.43,498396
2018,4609230,Winchester Ug Mine,Underground,54,West Virginia,Kanawha,39,38.058333,-81.464444,498287
2018,4609091,Horse Creek Eagle,Underground,54,West Virginia,Raleigh,81,37.88867,-81.317357,497293
2018,4202519,Coal Hollow Mine,Surface,49,Utah,Kane,25,37.406111,-112.454167,493532
2018,3200043,Beulah Mine,Surface,38,North Dakota,Mercer,57,47.534444,-101.25,482680
2018,4604236,Maple Eagle No. 1 Mine,Underground,54,West Virginia,Fayette,19,38.035833,-81.334167,481139
2018,1502263,D-29 Darby Fork,Underground,21,Kentucky,Harlan,95,36.874722,-83.010833,469644
2018,4609048,Slip Ridge Cedar Grove Mine,Underground,54,West Virginia,Raleigh,81,37.915272,-81.455873,462538
2018,4407308,Deep Mine 44,Underground,51,Virginia,Dickenson,51,37.058889,-82.374167,462158
2018,4609294,Washington Mine,Underground,54,West Virginia,Logan,45,37.761944,-81.776389,461204
2018,4608930,Grapevine South Surface Mine,Surface,54,West Virginia,Mingo,59,37.565833,-82.090277,448887
2018,1518775,Mine #15,Underground,21,Kentucky,Pike,195,37.553611,-82.413056,448569
2018,3300965,Ccu Belmont Strip,Surface,39,Ohio,Belmont,13,40.008717,-81.193686,447370
2018,1519015,E4-2,Underground,21,Kentucky,Perry,193,37.230556,-83.185278,443079
2018,4200079,Emery Mine,Underground,49,Utah,Emery,15,38.873333,-111.234722,441876
2018,1519820,Beetree 2,Surface,21,Kentucky,Magoffin,153,37.561111,-82.970278,431755
2018,4609036,Seven Pines,Surface,54,West Virginia,Webster,101,38.491388,-80.595277,430263
2018,1518950,Addcar Systems 03,Surface,18,Indiana,Warrick,173,38.091667,-87.300833,419232
2018,4608838,Superior Surface Mine,Surface,54,West Virginia,Logan,45,37.728611,-81.977222,417878
2018,4608932,Kingston No. 2,Underground,54,West Virginia,Fayette,19,37.965833,-81.31,417412
2018,3300968,Hopedale Mine,Underground,39,Ohio,Harrison,67,40.347222,-80.919444,409560
2018,1103017,Wildcat Hills Mine - Cottage G,Surface,17,Illinois,Gallatin,59,37.666666,-88.333333,407823
2018,1202349,Carlisle Mine,Underground,18,Indiana,Sullivan,153,38.943611,-87.392778,404555
2018,1503627,#20 Strip Job,Surface,21,Kentucky,Perry,193,37.325912,-83.297539,403735
2018,4609261,Mine No. 39,Underground,54,West Virginia,Mcdowell,47,37.333494,-81.625475,401447
2018,3301925,Orange Strip,Surface,39,Ohio,Noble,121,39.651864,-81.474285,400924
2018,1509636,No. 77,Underground,21,Kentucky,Perry,193,37.02677,-83.119113,395645
2018,1800780,Casselman Mine,Underground,24,Maryland,Garrett,23,39.667108,-79.201865,386556
2018,3610150,Mast Mine,Surface,42,Pennsylvania,Somerset,111,39.755556,-79.060556,386353
2018,3609893,Acosta Deep Mine,Underground,42,Pennsylvania,Somerset,111,40.103889,-79.049722,375379
2018,4606618,Gateway Eagle Mine,Underground,54,West Virginia,Boone,5,37.793611,-81.591667,368390
2018,1512753,Calvary No 81,Underground,21,Kentucky,Leslie,131,37.119167,-83.239444,367371
2018,4609362,Coalburg Mine,Underground,54,West Virginia,Mingo,59,37.797222,-82.195833,359926
2018,1519511,Lewis Creek,Surface,21,Kentucky,Ohio,183,37.351389,-86.993333,359453
2018,4608656,Morgan Camp Mine,Underground,54,West Virginia,Randolph,83,38.768333,-80.225833,354422
2018,103437,Black Warrior Mine No 1,Surface,1,Alabama,Jefferson,73,33.738333,-86.861944,352807
2018,4608802,Hernshaw Mine,Underground,54,West Virginia,Logan,45,37.820278,-81.908889,352525
2018,4407355,Surface Mine No. 1,Surface,51,Virginia,Buchanan,27,37.271389,-82.168056,347544
2018,3609342,Barrett Mine,Underground,42,Pennsylvania,Indiana,63,40.559469,-78.889779,344055
2018,3610041,North Fork,Underground,42,Pennsylvania,Somerset,111,40.127334,-79.061587,343147
2018,1519702,Rockhampton #3,Underground,21,Kentucky,Bell,13,36.803611,-83.5775,334308
2018,4609152,Black Oak Mine,Underground,54,West Virginia,Boone,5,37.812571,-81.565396,333792
2018,1519757,Day Branch,Surface,21,Kentucky,Harlan,95,36.750556,-83.228056,330678
2018,1519242,Redhawk #1,Underground,21,Kentucky,Floyd,71,37.523611,-82.733056,330553
2018,4407199,Laurel Branch Surface,Surface,51,Virginia,Buchanan,27,37.405833,-82.054167,326608
2018,1103248,Black Hawk,Surface,17,Illinois,Randolph,157,38.089444,-89.600555,316215
2018,4609514,Muddy Bridge,Underground,54,West Virginia,Logan,45,37.743889,-81.771389,314203
2018,4609246,Kuhn Ridge,Surface,54,West Virginia,Greenbrier,25,38.010833,-80.551111,309463
2018,3609605,Res Morrisdale,Surface,42,Pennsylvania,Clearfield,33,40.942222,-78.192222,305667
2018,1518769,S-17 Cumberland,Surface,21,Kentucky,Letcher,133,37.047222,-82.828889,302873
2018,1519538,Job 5,Surface,21,Kentucky,Johnson,115,37.923611,-82.813889,301807
2018,1103274,Golden Eagle Mine,Surface,17,Illinois,Perry,145,38.018611,-89.454722,301263
2018,1518911,Mine #28,Underground,21,Kentucky,Pike,195,37.343611,-82.5425,299869
2018,2400106,Savage Mine,Surface,30,Montana,Richland,83,47.416389,-104.375,294840
2018,3609436,Kocjancic,Underground,42,Pennsylvania,Jefferson,65,41.273611,-78.763333,293010
2018,1519189,Yellow Creek #21,Surface,21,Kentucky,Knott,119,37.258056,-83.004167,291169
2018,3609973,Maple Springs Mine,Underground,42,Pennsylvania,Somerset,111,40.201667,-78.959167,289405
2018,4606089,Minway No. 1,Surface,54,West Virginia,Mingo,59,37.820833,-82.315278,288955
2018,1518869,Cvb No 1,Underground,21,Kentucky,Harlan,95,36.958056,-83.038611,279389
2018,100627,Flat Top Mine,Surface,1,Alabama,Jefferson,73,33.696389,-87.203056,278489
2018,4609528,Buffalo Deep Mine,Underground,54,West Virginia,Logan,45,37.791389,-81.823889,270837
2018,1519718,Redhawk #6,Underground,21,Kentucky,Floyd,71,37.529781,-82.738852,270306
2018,4407150,D-7 Osaka,Underground,51,Virginia,Wise,195,36.879167,-82.807222,267709
2018,1519532,Access Energy,Underground,21,Kentucky,Letcher,133,37.245734,-82.780111,266340
2018,1202460,Ace In The Hole,Surface,18,Indiana,Clay,21,39.275,-87.096944,265835
2018,3601761,Tamaqua Mine,Surface,42,Pennsylvania,Schuylkill,107,40.804775,-75.977771,264303
2018,3304645,Vail Mine,Underground,39,Ohio,Harrison,67,40.211505,-81.293736,262732
2018,1519809,Shm-71,Surface,18,Indiana,Warrick,173,38.090278,-87.346667,261682
2018,4609541,No. 2 Gas,Underground,54,West Virginia,Logan,45,37.706389,-81.756389,259144
2018,2302262,Foster South,Surface,29,Bates,Bates,13,38.166666,-94.6,258902
2018,1518376,D-2 Beechfork,Underground,21,Kentucky,Leslie,131,36.983056,-83.398333,257774
2018,4003376,Addcar System 16,Surface,54,West Virginia,Logan,45,37.812778,-81.724167,257347
2018,4606263,Wyoming No 2,Underground,54,West Virginia,Wyoming,109,37.6025,-81.609722,256422
